0.000000,749.290022
0.500751,749.650022
1.001502,750.730022
1.502253,751.030022
2.003005,750.430022
2.503756,750.740022
3.004507,751.060022
3.505258,751.620022
4.006009,751.880022
4.506760,752.080022
5.007511,752.740022
5.508262,753.550022
6.009014,753.770022
6.509765,754.260022
7.010516,755.350023
7.511267,755.530023
8.012018,755.820023
8.512769,756.180023
9.013520,755.820023
9.514271,756.350023
10.015023,757.340023
10.515774,757.270023
11.016525,757.700023
11.517276,758.670023
12.018027,758.750023
12.518778,759.210023
13.019529,760.530023
13.520280,760.740023
14.021032,760.550023
14.521783,760.800023
15.022534,760.830023
15.523285,761.020023
16.024036,761.460023
16.524787,761.970023
17.025538,762.380023
17.526289,762.690023
18.027041,762.570023
18.527792,763.000023
19.028543,763.910023
19.529294,764.230023
20.030045,764.610023
20.530796,765.370023
21.031547,765.500023
21.532298,765.880023
22.033050,766.330023
22.533801,766.220023
23.034552,766.570023
23.535303,766.990023
24.036054,767.450023
24.536805,768.130023
25.037556,768.250023
25.538307,768.240023
26.039059,769.300023
26.539810,769.570023
27.040561,769.610023
27.541312,770.310023
28.042063,770.770023
28.542814,771.170023
29.043565,771.300023
29.544316,771.580023
30.045068,771.800023
30.545819,772.160023
31.046570,772.370023
31.547321,772.650023
32.048072,773.270023
32.548823,773.240023
33.049574,773.380023
33.550325,774.670023
34.051077,775.070023
34.551828,775.170023
35.052579,775.920023
35.553330,775.570023
36.054081,775.800023
36.554832,776.290023
37.055583,776.460023
37.556335,777.340023
38.057086,777.660023
38.557837,777.540023
39.058588,777.760023
39.559339,778.360023
40.060090,778.680023
40.560841,779.330023
41.061592,779.950023
41.562344,779.450023
42.063095,779.830023
42.563846,780.330023
43.064597,780.610023
43.565348,781.420023
44.066099,782.460023
44.566850,782.710023
45.067601,782.880023
45.568353,783.020023
46.069104,782.830023
46.569855,783.550023
47.070606,783.390023
47.571357,783.540023
48.072108,784.540023
48.572859,785.160023
49.073610,785.540023
49.574362,786.200023
50.075113,786.280023
50.575864,785.770023
51.076615,786.250023
51.577366,786.760023
52.078117,786.920023
52.578868,787.410023
53.079619,787.570023
53.580371,788.020023
54.081122,789.190024
54.581873,789.110024
55.082624,789.430024
55.583375,790.040024
56.084126,790.030024
56.584877,790.910024
57.085628,791.310024
57.586380,791.370024
58.087131,791.850024
58.587882,792.210024
59.088633,792.320024
59.589384,792.690024
60.090135,793.160024
60.590886,793.500024
61.091637,794.590024
61.592389,794.940024
62.093140,794.800024
62.593891,794.960024
63.094642,795.700024
63.595393,796.410024
64.096144,796.510024
64.596895,796.480024
65.097646,796.610024
65.598398,797.090024
66.099149,797.450024
66.599900,797.950024
67.100651,797.900024
67.601402,797.930024
68.102153,798.550024
68.602904,799.110024
69.103655,799.520024
69.604407,799.860024
70.105158,799.970024
70.605909,800.170024
71.106660,801.140024
71.607411,801.200024
72.108162,801.510024
72.608913,802.360024
73.109664,802.260024
73.610416,802.940024
74.111167,803.750024
74.611918,803.610024
75.112669,803.830024
75.613420,804.730024
76.114171,804.820024
76.614922,804.910024
77.115674,805.720024
77.616425,805.830024
78.117176,805.910024
78.617927,805.970024
79.118678,806.440024
79.619429,807.450024
80.120180,807.970024
80.620931,807.880024
81.121683,807.720024
81.622434,808.240024
82.123185,808.580024
82.623936,809.000024
83.124687,809.410024
83.625438,809.810024
84.126189,810.470024
84.626940,810.550024
85.127692,810.580024
85.628443,810.840024
